	DmPA_Lucas_cellpellets_IV7	DmPA_Lucas_cellpellets_IV8	DmPA_Lucas_cellpellets_IV9	DmPA_Lucas_cellpellets_IV13	DmPA_Lucas_cellpellets_IV14	DmPA_Lucas_cellpellets_IV15	DmPA_Lucas_cellpellets_IV28	DmPA_Lucas_cellpellets_IV29	DmPA_Lucas_cellpellets_IV30	DmPA_Lucas_cellpellets_IV40	DmPA_Lucas_cellpellets_IV41	DmPA_Lucas_cellpellets_IV42	id_number	mz	rtime	snr	p_genotype	p_treatment	p_tim3_hypoxia	p_tim3_normoxia	p_o2_tim3wt	p_o2_tim3ko
0	21.063070230600804	17.103050336433757	20.15679127517789	17.797881335890928	18.564256513527138	18.99188754634939	18.332247961351687	18.758590138839327	17.06840474093348	18.967978894586437	17.567348697643016	19.93972566916713	F1	246.0341	411.16	441	0.5272879967344821	0.8908709372688253	0.6618882071447265	0.3721609667563911	0.5002310248317913	0.4219917924120442
1	17.52148937998119	17.52148937998119	17.52148937998119	17.52148937998119	17.52148937998119	17.52148937998119	17.52148937998119	17.52148937998119	17.52148937998119	23.432128900704758	17.52148937998119	17.52148937998119	F6	246.1004	562.96	3941	0.3434363961379143	0.3434363961379127	0.4226497308103745			0.4226497308103745
2	21.50287721604533	19.166913792089595	21.920850038179427	19.166913792089595	19.166913792089595	19.166913792089595	22.534432301747703	21.488839926106763	19.166913792089595	19.166913792089595	19.166913792089595	19.166913792089595	F7	246.1027	459.75	4750	0.8755087183568377	0.01765392174699624		0.8865626111624315	0.18624254701529175	0.1969519608741148
3	20.02045671268284	20.580152221806472	20.63889991656002	21.170765807195018	20.801918902764392	20.77420960315667	19.39380954798164	20.89035274635785	21.19870466361829	18.7717451837134	20.37418477008808	21.43656503606462	F25	246.1483	408.27	247	0.5233311742139845	0.8384858462463236	0.45074523558187374	0.901175369221556	0.11060910295228595	0.7703474477123492
4	20.242739778353418	17.950479274798013	20.5757317589637	14.874498643789256	14.874498643789256	18.292676604919333	20.288084108836024	14.874498643789256	17.84281585169019	20.3267772698329	14.874498643789256	19.543741303131146	F26	246.1483	550.35	1375	0.9164501746327182	0.32909545198871576	0.34477305424574706	0.3562717094852062	0.06985077366553283	0.8144215604437183
5	18.850421555399848	18.850421555399848	18.850421555399848	18.850421555399848	18.850421555399848	18.850421555399848	18.850421555399848	18.850421555399848	18.850421555399848	18.850421555399848	18.850421555399848	18.850421555399848	F28	246.1685	456.99	293	0.13892537247882514	0.6087170316973567				
6	20.96932334838506	16.39726779009097	20.56487782299997	19.530730100388823	19.31114191647136	21.21392582117035	18.91527065012551	20.61640014693121	20.718145646683148	20.164259089235877	20.71280566551651	21.457104704274816	F30	246.1701	368.49	25	0.3709708679446715	0.4109949137203994	0.3546556953562587	0.6615117150404138	0.6880139823677993	0.38277416225487626
7	11.72465359316736	11.72465359316736	11.72465359316736	11.72465359316736	11.72465359316736	11.72465359316736	11.72465359316736	18.939107679359303	11.72465359316736	19.01927290713256	18.79526570148015	11.72465359316736	F87	273.9548	724.61	105	0.05701796735257911	0.48807993817087236	0.183602672131934	0.42264973081037427		0.5212173851959389
8	22.623615381282733	22.25265982263849	21.872157508151545	22.28960987276432	22.300470796718045	22.623428115443534	22.443389917818443	22.107168621081517	22.20701410881536	22.251284615916145	22.29047813368837	22.31862668507411	F96	247.0966	362.71	50	0.6593382161786859	0.47097969904799597	0.3951963668751711	0.9906700026308489	0.5694699104722581	0.7659108386122249
9	20.8968866088548	21.15861282810855	21.22268943386548	20.97919951652201	20.951249073232525	21.280056671416897	21.474452888898867	21.75158273524957	21.802418267356448	21.134764398688905	20.80383376838116	21.352905611902315	F114	247.0966	529.08	96	0.06572302563794269	0.06904861859337869	0.8955246708874743	0.014951959521091017	0.8838670073214161	0.0467983819793598
10	15.101524767530844	19.15075269544974	16.816589035446516	19.38996992010261	12.77976080639278	12.77976080639278	18.98992068370371	12.77976080639278	17.272592318324577	19.237546542766697	19.44419085753324	18.11584774573226	F116	274.069	362.05	1768	0.3517593542239482	0.8736848864036486	0.21187807541476678	0.7759607263998696	0.47282986776145175	0.2957304584636941
11	23.783629432880225	15.768582337255385	21.36779229999208	19.76586503399607	15.768582337255385	15.768582337255385	20.83543688113864	15.768582337255385	20.198016885806325	21.438288687357737	20.806624727970966	21.079816162106383	F117	274.069	397.77	136	0.4679918070234067	0.7734690561896095	0.09240731199267223	0.6595952935000815	0.32029222231951937	0.3050890837244259
12	26.06595772630183	26.06595772630183	26.06595772630183	26.06595772630183	26.06595772630183	26.06595772630183	26.06595772630183	26.06595772630183	26.06595772630183	26.06595772630183	28.3878858047595	26.06595772630183	F131	274.1059	380.57	181	0.34343639613791455	0.3434363961379115	0.42264973081037427			0.42264973081037427
13	28.803902177136894	28.803902177136894	28.803902177136894	28.803902177136894	28.803902177136894	28.803902177136894	28.803902177136894	28.803902177136894	28.803902177136894	28.803902177136894	31.12583026956148	28.803902177136894	F132	274.1059	385.3	160	0.34343639613791355	0.34343639613791277	0.4226497308103736			0.4226497308103736
14	21.68926295244271	23.13485360468361	23.16370336483054	24.872056547535664	25.379848013437886	25.41083900050679	22.199218088195373	23.039272228046503	22.70943867475344	24.706226220081543	25.684448898482668	25.83263997483774	F142	274.1187	370.85	927	0.7915291207702122	1.5821845291722167e-05	0.6686324849060729	0.9820804200203266	0.023896543885294233	0.004481097028443212
15	25.5209947321024	25.66578172243974	25.39330993669304	24.712694639220672	25.09119496026737	25.486844935955983	25.640914882475904	25.59013568724349	25.2926033386261	24.66230159302412	25.533447163719785	25.73994898307004	F145	274.1269	379.52	1881	0.6390515815983752	0.15601659761943132	0.622092038183232	0.895884171694907	0.1859239512849224	0.6206969331650771
16	17.1915183466205	17.1915183466205	17.1915183466205	17.1915183466205	19.513438730644754	17.1915183466205	17.1915183466205	17.1915183466205	17.1915183466205	17.1915183466205	17.1915183466205	17.1915183466205	F148	274.1284	379.39	326	0.3434363961379151	0.343436396137912	0.42264973081037316		0.42264973081037316	
17	17.638589163555018	21.60407815994869	20.32627478317647	19.695938170756317	21.84973252569122	21.368188980833686	21.427447067384243	21.931138393643504	19.20221514709059	21.89534955853745	22.248536205512952	21.71505169073272	F149	274.1353	419.7	4903	0.21862030969851792	0.1730583228773499	0.268785043145676	0.5298752908193071	0.4635169807086628	0.31915759102092006
18	16.559287095460228	16.559287095460228	16.559287095460228	16.559287095460228	16.559287095460228	16.559287095460228	16.559287095460228	16.559287095460228	16.559287095460228	16.559287095460228	16.559287095460228	16.559287095460228	F158	247.1182	370.59	15	0.10949565860547941	1.0				
19	15.416082756076165	18.69427296588624	15.416082756076165	15.416082756076165	15.416082756076165	15.416082756076165	15.416082756076165	15.416082756076165	15.416082756076165	15.416082756076165	15.416082756076165	15.416082756076165	F159	247.1182	371.51	28	0.34343639613791455	0.3434363961379151		0.4226497308103738	0.4226497308103738	
20	22.37864219114841	22.186986201735227	21.043810314250475	21.31761371249182	22.850976952992365	21.7673129054181	21.218509330978502	22.139464959152104	22.848723459836474	22.40889244066928	22.11134693961429	21.17512315159592	F174	274.1438	428.76	7	0.8875251031265703	0.9415425959040886	0.8983044050292381	0.7678709460700303	0.8686409312872077	0.7914336074537368
21	21.610750401914853	22.11374271281716	21.705755941836003	22.02932394923661	21.932407750399364	21.99913616494644	21.81937557958412	21.53326384751282	21.90880768582384	21.697664597449045	21.58653618623559	21.732550928250813	F178	274.1438	515.16	167	0.10524469914216626	0.65458429942689	0.006256791690863833	0.7846337695478119	0.37025622528347446	0.5569974938529884
22	17.69106502486344	23.911173097197228	21.99869973829642	23.58449911973659	23.641828939011585	23.856389345399343	23.360962023821735	20.01298766563796	23.51607005360218	22.673350708742124	23.3700299565198	23.27170142034721	F185	300.1806	415.76	7	0.817044029828579	0.155273654350577	0.09959591538975608	0.6441736088461749	0.3078636635777557	0.5547237033208365
23	18.574944102883634	20.89686924214398	23.20249230615773	22.808556405816034	21.742037636981213	22.804456647318908	22.934801841571588	22.732248797832224	23.223252057464077	23.409136602104223	22.8137122378075	23.08889444084524	F186	300.1806	419.31	3	0.08394879137943695	0.2560771419451771	0.2001060214915454	0.260262086110799	0.3636432861472176	0.5646578976996252
24	24.90359394616425	22.581666035144707	22.581666035144707	22.581666035144707	22.581666035144707	22.581666035144707	22.581666035144707	22.581666035144707	22.581666035144707	22.581666035144707	22.581666035144707	22.581666035144707	F191	300.1823	386.61	11	0.3434363961379139	0.34343639613791455		0.42264973081037427	0.42264973081037427	
25	26.445323380872946	24.123395349139304	24.123395349139304	24.123395349139304	24.123395349139304	24.123395349139304	24.123395349139304	24.123395349139304	24.123395349139304	24.123395349139304	24.123395349139304	24.123395349139304	F192	300.1823	395.27	23	0.34343639613791566	0.3434363961379162		0.42264973081037494	0.42264973081037494	
26	20.17444213369907	19.51644548698872	19.974523946375218	19.59059850737868	19.847124179433493	18.34112718411324	19.06107293839904	19.19421837769392	19.838755562505497	20.26883883627745	20.0160828027924	18.9873586798686	F239	247.1444	382.54	16	0.9723081341206412	0.7530592509668124	0.4603007681620531	0.16853417256440267	0.3102723510990802	0.4501193045665275
27	21.84503756119473	15.35746252599753	15.35746252599753	15.35746252599753	18.34444407350989	18.289034200108127	18.297406282567348	19.282869056360763	15.35746252599753	20.58013561528156	15.35746252599753	19.794744385850752	F250	274.1885	611.68	3842	0.6534917094968429	0.8075745519661257	0.554868389821042	0.962349649676814	0.9417586419684205	0.6690869182240136
28	19.102001552920186	22.320021489056785	19.102001552920186	22.26341583080899	22.042341808857334	21.797817345725623	21.785451647069955	19.102001552920186	19.102001552920186	21.87298802797059	21.775542164162687	22.01706980831209	F256	247.1568	553.77	10814	0.8121458800317525	0.01964225903839053	0.4064666207628107	0.9048263695819896	0.223686543165927	0.1679239829739014
29	17.364441297545106	17.48172410763789	18.41941989280272	13.91647199348322	13.91647199348322	18.361252137610787	13.91647199348322	19.019192438775413	13.91647199348322	13.91647199348322	17.890590264114653	17.55936281236255	F259	300.217	362.45	1165	0.6965466047494824	0.585078462855706	0.6176489165921815	0.33504548213135277	0.24958072898284017	0.7148693444866356
