	DmPA_Lucas_cellmedia_IV7	DmPA_Lucas_cellmedia_IV8	DmPA_Lucas_cellmedia_IV9	DmPA_Lucas_cellmedia_IV13	DmPA_Lucas_cellmedia_IV14	DmPA_Lucas_cellmedia_IV15	DmPA_Lucas_cellmedia_IV28	DmPA_Lucas_cellmedia_IV29	DmPA_Lucas_cellmedia_IV30	DmPA_Lucas_cellmedia_IV40	DmPA_Lucas_cellmedia_IV41	DmPA_Lucas_cellmedia_IV42	id_number	mz	rtime	snr	p_genotype	p_treatment	p_tim3_hypoxia	p_tim3_normoxia	p_o2_tim3wt	p_o2_tim3ko	name	ion_relation	isotopologue
0	19.81827820793196	23.516461738999872	23.31592002439084	23.486532142084105	23.91159996399988	19.81827820793196	19.81827820793196	23.424093214762948	19.81827820793196	23.35482873258963	23.314951095939417	22.14020505437692	F16	246.1004	397.11	20120	0.7618907435317409	0.348960657918786	0.7282786618776943	0.5200492306203436	0.9202754008085476	0.2474258770556554	Acetate_dmpa*1	Na+	m+13C*2
1	16.520118219944038	20.519478408303968	14.198251525876856	14.198251525876856	23.84521871759081	20.591583340472425	14.198251525876856	14.198251525876856	14.198251525876856	20.098297353526505	24.78262845052972	21.849897034572045	F117	275.0999	372.03	4	0.963799737140124	0.0248574443941508	0.4563899076150227	0.2589886610641155	0.5124650231071103	0.0276577586922028	Pyruvate_dmpa*1	Na+	m+13C*3
2	17.989845254639665	21.172896220865365	17.989845254639665	17.989845254639665	24.788084388351667	21.77734038876747	17.989845254639665	17.989845254639665	17.989845254639665	22.6587345493925	26.924224315655824	22.94264996074921	F120	275.0999	392.39	46	0.5783634941824372	0.0121920598763471	0.3372128755820922	0.4226497308103751	0.3483802470882063	0.0461534893605646	Pyruvate_dmpa*1	Na+	m+13C*3
3	18.06009874341635	22.25093149853461	15.73819176395781	15.73819176395781	25.17219012473313	20.61059034977644	15.73819176395781	15.73819176395781	15.73819176395781	22.257099396840985	27.559732998303144	22.010259445022207	F122	275.0999	401.18	60	0.9086077019842448	0.0390001889733565	0.3609541199852557	0.2622950901365875	0.6156428603608093	0.0453891537802342	Pyruvate_dmpa*1	Na+	m+13C*3
4	28.316832032510163	29.19178550220211	27.95885803645222	24.526848140667926	27.88975776060037	24.771369248356333	28.618345410643027	22.20492028451634	27.690154954953407	25.708553133265152	26.22965629506113	24.90833826583514	F149	275.1084	381.62	824	0.3222643881266318	0.187095330898094	0.9284804685834545	0.3662424041797505	0.1137502233753575	0.8091108090753247	(S)-Lactate_dmpa*1	Na+	m+13C*1
5	29.65604413162024	30.60270371185196	29.51720171728133	27.188256934452248	29.138310989148	27.20643385805344	30.08301335759144	24.86632887730069	30.61327093056351	28.14255454358731	29.66447274729456	28.452933441598866	F150	275.1084	384.24	915	0.8154686683329739	0.3932765074500723	0.3233900668969008	0.5255664745252009	0.0645604224450802	0.912286832723816	(S)-Lactate_dmpa*1	Na+	m+13C*1
6	26.07466367307528	24.66193139840491	21.089363103435367	15.311268829198228	15.311268829198228	15.311268829198228	25.435472438988032	21.73368888477074	31.672159219413945	15.311268829198228	15.311268829198228	15.311268829198228	F255	302.1001	387.53	58	0.4792865209523418	0.0001615618029642		0.5249968823199606	0.0282956726291343	0.0633254223619907	Succinate_dmpa*1	Na+	M0
7	23.26183603807028	18.0642431301744	18.0642431301744	18.0642431301744	18.0642431301744	18.0642431301744	18.0642431301744	18.0642431301744	28.65232358868837	18.0642431301744	29.144262642682293	22.004139713350067	F984	303.1034	386.21	1412	0.200278409022583	0.959778323077602	0.2625847892857071	0.6796004895138863	0.4226497308103745	0.7733994570599598	Succinate_dmpa*1	Na+	m+13C*1
8	20.49705655796673	20.49705655796673	20.49705655796673	20.49705655796673	20.49705655796673	20.49705655796673	20.49705655796673	20.49705655796673	20.49705655796673	20.49705655796673	20.49705655796673	20.49705655796673	F1275	329.2221	409.33	675	0.0	0.0					Ubiquinone	H+	m+13C*10
9	22.38241551152504	21.994278835999385	21.62992917404561	22.061221530470657	18.3896304715292	21.5414697711177	20.8648991636375	22.42762188797397	22.749952585576008	20.71155520567861	18.3896304715292	21.89518171340269	F1400	276.0894	394.09	11864	0.84311390745144	0.0867274636167044	0.8401234728158671	0.9860601201101674	0.3635547804609684	0.2457501228346108	S-Acetyldihydrolipoamide	Na+	m+13C*4
10	25.11496605036285	25.64389014226664	24.554931697176592	17.641352084938823	24.3110291823158	20.294498234717377	25.222484136399785	23.31375862194457	24.80979786347534	21.65247220221088	19.906691366726864	19.11237342833917	F1449	276.1107	381.62	588	0.5798724184379294	0.0024044957030563	0.8192922409025356	0.3915288724059419	0.1504830420995609	0.012866004857944	(S)-Lactate_dmpa*1	Na+	m+13C*2
11	26.290419404855783	27.264372063044696	26.179832296128613	23.350161051246047	25.46621593885229	23.46017330936292	26.602127439504866	25.888011248134603	27.224024156543795	24.20483267628896	26.00071915329798	24.82693441713953	F1450	276.1107	384.38	1634	0.3856306461171187	0.0028996705949279	0.3524240356969566	0.9901216503141296	0.0494346111540331	0.0809759430750508	(S)-Lactate_dmpa*1	Na+	m+13C*2
12	24.16874230791416	17.499306341397467	22.16384420762606	21.331290259100104	22.40966388947803	21.95512317383539	21.754527017783825	21.898301805174327	23.90400641430624	21.88712134149982	22.34661012661046	23.50216494335375	F1692	276.1497	496.91	3114	0.3742360193687354	0.7479512948980758	0.3110154793707503	0.6027417147755907	0.7841997016369888	0.9474054296414396	S-Acetyldihydrolipoamide	NH4+	m+13C*9
13	18.555217295061283	18.555217295061283	18.555217295061283	18.555217295061283	18.555217295061283	18.555217295061283	18.555217295061283	18.555217295061283	18.555217295061283	18.555217295061283	18.555217295061283	18.555217295061283	F1783	330.1428	408.27	962	0.2520336307173785	0.6087170316973567					S-Succinyldihydrolipoamide	NH4+	m+13C*5
14	21.019955588822043	21.019955588822043	21.019955588822043	21.019955588822043	21.019955588822043	21.019955588822043	21.019955588822043	21.019955588822043	24.90843134537188	21.019955588822043	21.019955588822043	21.019955588822043	F1990	304.106	387.66	3579	0.3434363961379134	0.3434363961379145		0.4226497308103746		0.4226497308103746	Succinate_dmpa*1	Na+	m+13C*2
15	20.278806871392646	12.898332394347165	12.898332394347165	12.898332394347165	12.898332394347165	12.898332394347165	12.898332394347165	12.898332394347165	20.096509269523835	12.898332394347165	12.898332394347165	12.898332394347165	F2405	250.0922	574.65	9	0.9854459141297184	0.1678879319447707		0.9867394624489336	0.4226497308103745	0.4226497308103742	S-Acetyldihydrolipoamide	H+	M0
16	19.837182296863773	13.662013138057633	13.662013138057633	13.662013138057633	13.662013138057633	13.662013138057633	13.662013138057633	13.662013138057633	19.237917373786747	13.662013138057633	13.662013138057633	13.662013138057633	F2406	250.0922	576.88	8	0.9407948037790888	0.1684701706051863		0.9460724505375372	0.4226497308103745	0.4226497308103745	S-Acetyldihydrolipoamide	H+	M0
17	20.561175297949223	15.260976338196349	15.260976338196349	15.260976338196349	15.260976338196349	15.260976338196349	15.260976338196349	15.260976338196349	19.45049061058033	15.260976338196349	15.260976338196349	15.260976338196349	F2407	250.0922	579.9	8	0.8656573959996754	0.1711025277931439		0.877793523091112	0.422649730810374	0.4226497308103742	S-Acetyldihydrolipoamide	H+	M0
18	19.212405031051134	13.888237623749284	13.888237623749284	13.888237623749284	13.888237623749284	13.888237623749284	13.888237623749284	13.888237623749284	18.717598330443256	13.888237623749284	13.888237623749284	13.888237623749284	F2408	250.0922	582.53	6	0.9434101217076544	0.1684164219193359		0.948453259800668	0.4226497308103742	0.4226497308103747	S-Acetyldihydrolipoamide	H+	M0
